Date,Question,AcceptableAnswers,Difficulty,Fact
2026-09-19,Which fighter is nicknamed Borz?,Khamzat Chimaev,Easy,"Chimaev's nickname Borz means 'Wolf' in Chechen, reflecting his Chechen heritage. The Swedish-Chechen fighter became one of the most feared prospects in UFC history with his dominant wrestling and aggressive finishing ability."
2026-09-19,Who did Tai Tuivasa knock out at UFC 313 to extend his win streak to five?,Derrick Lewis,Easy,"Tuivasa knocked out Lewis at UFC 313 to extend his winning streak to five, reasserting himself as one of the most dangerous heavyweights in the division. The win over one of the most feared punchers in heavyweight history was a major statement."
2026-09-19,Who did Matt Hughes defeat to win his first UFC welterweight title?,Carlos Newton,Medium,Hughes defeated Newton by TKO in the first round at UFC 34 to win the welterweight championship and begin a dominant title reign.
2026-09-19,Who did Nate Diaz defeat in his UFC debut at UFC 65?,Josh Neer,Medium,"Diaz made his UFC debut at UFC 65 in November 2006, defeating Josh Neer by unanimous decision. The win began a long and storied UFC career for one of the promotion's most popular and polarizing fighters."
2026-09-19,"What fighter had this four-fight winning streak: Split Decision over Timothy Johnson, Unanimous Decision over Roy Nelson, TKO over Stefan Struve, and KO over Fabricio Werdum?",Alexander Volkov,Hard,"Volkov went on this impressive heavyweight run to establish himself as a top contender, with the KO over former UFC champion Werdum being the standout result. The streak earned him a heavyweight title shot against Daniel Cormier at UFC 229, where he lost a dramatic late TKO."
2026-09-21,Who did Leon Edwards defeat by unanimous decision at UFC 263 to position himself as the top welterweight contender?,Nate Diaz,Easy,Edwards defeated Diaz at UFC 263 in a closely contested fight that elevated his status and set up his eventual title fight with Kamaru Usman.
2026-09-21,Who did Jeremy Stephens knock out in the first round at UFC on Fox 28?,Josh Emmett,Easy,"Stephens knocked out Emmett with a vicious left hook in round 1 at UFC on Fox 28 in February 2018, earning Performance of the Night. The finish was a devastating blow that left Emmett unconscious and briefly hospitalized."
2026-09-21,Who did Tony Ferguson defeat by decision at TUF: Latin America Finale 3 to record his ninth consecutive UFC victory?,Rafael Dos Anjos,Medium,"Ferguson defeated dos Anjos by unanimous decision at TUF: Latin America Finale 3 in November 2016, extending his winning streak to nine. The win was significant as dos Anjos was a former UFC lightweight champion, validating Ferguson's rise to the top of the division."
2026-09-21,Who did Conor McGregor defeat at UFC Fight Night 59 by TKO in round 2?,Dennis Siver,Medium,McGregor stopped Siver with a TKO in round 2 at UFC Fight Night 59 in Boston in January 2015. The performance against the experienced German kickboxer showcased McGregor's striking precision and power at featherweight.
2026-09-21,"After the WEC merger, who did Urijah Faber debut against at UFC 128?",Eddie Wineland,Hard,"Faber made his UFC debut at UFC 128 in March 2011 after the WEC merged with the UFC, defeating Wineland by unanimous decision. Faber was one of the most recognized stars from the WEC and his UFC debut was highly anticipated."
2026-09-23,Who did Benson Henderson defeat by unanimous decision at UFC 144 in Japan to win the UFC lightweight title?,Frankie Edgar,Easy,Henderson defeated Edgar by unanimous decision at UFC 144 in Saitama Japan to become the new UFC lightweight champion in a close fight that earned both men Fight of the Night honors.
2026-09-23,Which fighter is nicknamed Malhadinho?,Jailton Almeida,Easy,Almeida earned his Malhadinho nickname in Brazil reflecting his background in the favelas and his determination to succeed through MMA.
2026-09-23,Who did Johny Hendricks defeat to earn his first UFC welterweight title shot?,Carlos Condit,Medium,Hendricks defeated Condit by unanimous decision at UFC 158 to earn his title shot against Georges St-Pierre in a fight that showcased his elite wrestling and left hand power.
2026-09-23,Who did Jailton Almeida defeat by TKO at UFC Fight Night 231 to continue his unbeaten UFC run?,Derrick Lewis,Medium,"Almeida submitted Lewis via rear naked choke at UFC Fight Night 231, continuing his dominant run in the UFC. The win over one of the most feared punchers in heavyweight history showcased Almeida's elite grappling and ability to control dangerous opponents."
2026-09-23,"Who is the only fighter to hold wins over BJ Penn, Urijah Faber, and Charles Oliveira?",Frankie Edgar,Hard,"Edgar holds a remarkable resume spanning multiple eras: he defeated Penn twice to win and defend the UFC lightweight title, beat Faber in a featherweight bout, and finished Oliveira via TKO at UFC 162 when Oliveira was still an unpolished prospect. Edgar never won a UFC title outside lightweight despite competing for it four times."
2026-09-26,"Who did Anthony Pettis defeat with the famous Showtime kick at WEC 53, the event just prior to his UFC debut?",Benson Henderson,Easy,Pettis knocked out Henderson with the iconic Showtime kick — running up the cage wall and launching a kick to Henderson's head — at WEC 53 in December 2010 to win the WEC lightweight title. The finish is one of the most replayed in MMA history and earned Pettis his UFC contract.
2026-09-26,Who did Joanna Jedrzejczyk defeat by unanimous decision at UFC 211 to make her fifth UFC strawweight title defense?,Jessica Andrade,Easy,"Jedrzejczyk defeated Andrade over five rounds at UFC 211 in May 2017, making her fifth and final strawweight title defense. It was a dominant striking display by the Polish champion before she lost the title to Rose Namajunas at UFC 217 later that year."
2026-09-26,Who is the only fighter to defeat Carlos Diego Ferreira twice?,Beneil Dariush,Medium,"Dariush defeated Ferreira twice during his UFC career, making him the only fighter to beat Ferreira more than once. The wins were part of Dariush's long winning streak that established him as a top lightweight contender."
2026-09-26,"What fighter started his UFC tenure with a bang, finishing Martin Kampmann and Dustin Hazelett, before losing to Josh Koscheck?",Paul Daley,Medium,"Daley made an immediate impact in the UFC with back-to-back stoppages of Kampmann and Hazelett, establishing himself as one of the most exciting welterweights in the promotion. His run ended with a loss to Koscheck, and he was subsequently released after punching Koscheck after the final bell."
2026-09-26,Who did BJ Penn defeat by TKO to make his first UFC lightweight title defense at UFC 84?,Sean Sherk,Hard,"Penn stopped Sherk via TKO at the end of round 3 at UFC 84 in May 2008, in his first lightweight title defense. Sherk had previously been stripped of the title after testing positive for steroids."
2026-09-28,"At UFC on Fox 7, what fighter was the first to stop Nate Diaz via strikes?",Josh Thompson,Easy,"Thompson became the first fighter to stop Diaz via strikes at UFC on Fox 7 in April 2013, finishing him with punches in round 3. Diaz had previously been submitted but never stopped on his feet, making Thompson's finish a historic moment in the rivalry."
2026-09-28,Who did Aljamain Sterling defeat at UFC 280 to retain his UFC bantamweight title?,Petr Yan,Easy,"Sterling defeated Yan by unanimous decision at UFC 280 in October 2022, making his second title defense and settling their rivalry once and for all. Sterling dominated the fight with his grappling, putting any debate about his legitimacy as champion to rest."
2026-09-28,"At UFC 252, what fighter became the first to defeat Sean O'Malley?",Marlon Vera,Medium,"Vera stopped O'Malley via TKO in round 1 at UFC 252 in August 2020 after O'Malley suffered a leg injury. It was O'Malley's first and, for a long time, only professional loss, and it came against the durable Ecuadorian bantamweight."
2026-09-28,"What fighter in less than fourteen months won four straight UFC fights all via strikes, then lost to Derrick Lewis and four more times after that?",Chris Daukaus,Medium,"Daukaus went on a stunning four-fight KO streak in the heavyweight division before running into Lewis, who knocked him out to snap the streak. Daukaus struggled to recapture his early form and lost four more fights after the Lewis defeat."
2026-09-28,"What fighter had this four-fight winning streak: TKO over Chris Lytle, TKO over Karo Parisyan, TKO over Matt Hughes, and Unanimous Decision over Josh Koscheck?",Thiago Alves,Hard,"Alves went on this devastating welterweight run, finishing former champion Hughes and defeating top contender Koscheck to earn his shot at GSP's title at UFC 100. His powerful Muay Thai made him one of the most feared strikers at welterweight during his prime."
2026-09-30,Who did Conor McGregor face in his boxing match outside of MMA?,Floyd Mayweather,Easy,McGregor fought Floyd Mayweather in a boxing match in August 2017 losing by TKO in the tenth round in a massive pay-per-view event.
2026-09-30,Which fighter is nicknamed The Spartan?,Elias Theodorou,Easy,Theodorou was a Canadian fighter known for his unorthodox striking style and holds the distinction of being the first UFC fighter to be licensed to use medical cannabis during competition.
2026-09-30,Who did Aljamain Sterling defeat by TKO to retain his UFC bantamweight title at UFC 280?,TJ Dillashaw,Medium,"Sterling stopped Dillashaw via TKO in round 2 at UFC 280 in October 2022. Dillashaw suffered a shoulder injury during the fight and was unable to continue, giving Sterling the TKO victory in his third title defense."
2026-09-30,"At UFC 311, what fighter was originally slated to face Beneil Dariush, but was bumped up to fight for the Lightweight Championship against Islam Makhachev after Arman Tsarukyan pulled out one day before the event?",Renato Moicano,Medium,"Moicano was scheduled to face Dariush at UFC 311 when Tsarukyan withdrew just one day before the event, and Moicano stepped up to challenge champion Makhachev on incredibly short notice. Despite the circumstances, he accepted the fight and competed on the biggest stage of his career."
2026-09-30,"What former Bellator Lightweight Champion, who had defeated Michael Chandler twice, flamed out in the UFC with a 1-3 record?",Will Brooks,Hard,"Brooks won the Bellator lightweight title and defeated Chandler twice in Bellator, making him one of the most highly anticipated UFC signings. However, he struggled in the Octagon, going just 1-3 before being released, in one of the more disappointing transitions from Bellator to the UFC."
2026-10-03,"At UFC 116, what debuting fighter was rudely welcomed to the UFC, suffering a KO slam by Gerald Harris?",David Branch,Easy,"Branch was knocked out by Harris via a slam at UFC 116 in July 2010 in his UFC debut. Despite the rough welcome, Branch went on to have a successful MMA career, winning titles in WSOF and eventually returning to the UFC as a legitimate contender."
2026-10-03,Which fighter is nicknamed The Fireball Kid?,Takanori Gomi,Easy,"Gomi earned the nickname The Fireball Kid for his explosive, aggressive fighting style as one of Pride FC's most exciting lightweights. He went on to compete in the UFC where he faced top contenders including Nate Diaz and Clay Guida."
2026-10-03,"What fighter scored back-to-back upsets, defeating Mackenzie Dern via majority decision at UFC Fight Night 211 and Jessica Andrade via knockout at UFC 288?",Yan Xiaonan,Medium,Yan defeated Dern by majority decision and then knocked out Andrade to put herself in title contention in the strawweight division. The back-to-back wins over two of the division's most dangerous fighters established her as a legitimate title challenger.
2026-10-03,"In the UFC Flyweight Tournament Semifinal, what fighter drew against Demetrious Johnson at UFC on FX 2?",Ian McCall,Medium,"McCall drew with Johnson at UFC on FX 2 in March 2012 in the flyweight tournament semifinal, one of the most controversial decisions in UFC history. Johnson won the rematch and went on to become the first UFC flyweight champion."
2026-10-03,"What fighter had this four-fight winning streak: Split Decision over Nick Osipczak, TKO over Dustin Hazelett, Unanimous Decision over Johny Hendricks, and Unanimous Decision over Thiago Alves?",Rick Story,Hard,"Story went on this impressive welterweight run, with his unanimous decision win over Hendricks being particularly notable as Hendricks went on to become UFC welterweight champion. The streak established Story as a serious top-10 welterweight contender during his UFC tenure."
2026-10-05,Which fighter is nicknamed Denisa?,Jiri Prochazka,Easy,Prochazka earned his Denisa nickname in Czech MMA circles for his wild and unpredictable fighting style. He went on to become the UFC light heavyweight champion with one of the most dramatic title wins in division history.
2026-10-05,What fighter holds the record for all-time finishes in the UFC with 21?,Charles Oliveira,Easy,"Oliveira holds the UFC record for most finishes with 21, surpassing the previous record during his dominant lightweight title run. His extraordinary submission game accounts for the majority of the finishes, making him the most prolific finisher in UFC history."
2026-10-05,What fighter won TUF: Tournament of Champions and earned the opportunity to face Demetrious Johnson for the UFC flyweight title?,Tim Elliott,Medium,"Elliott won The Ultimate Fighter: Tournament of Champions, earning a flyweight title shot against the dominant Demetrious Johnson. Despite losing to Johnson, Elliott went on to have a long UFC career as one of the most entertaining flyweights in the division."
2026-10-05,What fighter is the all-time leader in total cage time in the UFC?,Max Holloway,Medium,"Holloway has spent more time inside the UFC cage than any other fighter in history, a testament to his durability, activity, and longevity at the top of the featherweight division. His lengthy title reign and multiple five-round title fights contributed heavily to the record."
2026-10-05,Who did Edson Barboza knock out with a spinning heel kick at UFC on FX 7 in one of the most spectacular finishes in lightweight history?,Terry Etim,Hard,Barboza's spinning heel kick to the head of Etim at UFC on FX 7 is widely regarded as one of the most spectacular knockouts in UFC history earning him Performance of the Night.
2026-10-07,Which fighter is nicknamed El Matador?,Ilia Topuria,Easy,Topuria earned his El Matador nickname for his matador-like precision in finishing opponents and his Spanish-influenced fighting style from his time training in Spain.
2026-10-07,Who did Michael Chandler knock out in the first round in his UFC debut at UFC 257?,Dan Hooker,Easy,Chandler stopped Hooker with punches in the first round of his UFC debut at UFC 257 announcing himself as an immediate lightweight contender with an explosive performance.
2026-10-07,"Which UFC event was the first to sell over one million pay-per-view buys, headlined by Chuck Liddell vs. Tito Ortiz II?",UFC 66,Medium,"UFC 66 drew approximately 1,050,000 PPV buys in December 2006, becoming the first UFC event to break the one million mark. The main event was Chuck Liddell defending his light heavyweight title against Tito Ortiz in their rematch."
2026-10-07,Who did Kamaru Usman knock out to make his fourth UFC welterweight title defense at UFC 261?,Jorge Masvidal,Medium,"Usman knocked out Masvidal with a left hand in round 2 at UFC 261 in April 2021, making his fourth title defense. The finish was stunning as Masvidal had been competitive before eating the perfectly timed shot."
2026-10-07,"What fighter had this four-fight winning streak: Unanimous Decision over Kyle Bochniak, Submission over Brandon Davis, Unanimous Decision over Jeremy Stephens, and Unanimous Decision over Calvin Kattar?",Zabit Magomedsharipov,Hard,"Magomedsharipov went on this unbeaten run through the featherweight division, with his wins over Stephens and Kattar — two of the division's most durable fighters — being particularly impressive. His creative striking and grappling made him one of the most anticipated featherweight prospects before inactivity derailed his momentum."
2026-10-10,Who did Ilia Topuria knock out in the second round to win the UFC featherweight title at UFC 298?,Alexander Volkanovski,Easy,Topuria knocked out the previously dominant Volkanovski in the second round at UFC 298 to become the first Georgian UFC champion and announce himself as the new face of the featherweight division.
2026-10-10,Who did Sean O'Malley knock out in the second round to win the UFC bantamweight title at UFC 292?,Aljamain Sterling,Easy,O'Malley stopped Sterling in the second round at UFC 292 with clean punching to win the bantamweight title in his first championship fight showing his elite striking ability.
2026-10-10,"What fighter defeated Tim Elliott, Alexandre Pantoja, and Joseph Benavidez to remain unbeaten before losing his first fight at UFC on ESPN 33 to Kai Kara-France?",Askar Askarov,Medium,"Askarov went undefeated through his UFC flyweight run, defeating Elliott, Pantoja, and Benavidez along the way, before suffering his first professional loss to Kara-France at UFC on ESPN 33 in July 2022. His wins over multiple top flyweights made the loss all the more surprising."
2026-10-10,Who did Merab Dvalishvili defeat at UFC Fight Night 223 to earn his UFC bantamweight title shot?,Petr Yan,Medium,Dvalishvili defeated the former champion Yan by unanimous decision at UFC Fight Night 223 earning his title shot against Sean O'Malley with a dominant wrestling performance.
2026-10-10,"What fighter was a perfect 15-0, with back-to-back wins over Diego Sanchez and Takanori Gomi before losing to Donald Cerrone?",Myles Jury,Hard,"Jury entered his fight with Cerrone undefeated at 15-0 and came off impressive wins over Sanchez and Gomi. Cerrone dominated Jury and finished him in round 1 at UFC 182, ending the hype surrounding the undefeated prospect."
2026-10-12,Which fighter is nicknamed The Tarantula?,Jalin Turner,Easy,Turner earned his Tarantula nickname for his long limbs and his ability to trap opponents and finish them with submissions or strikes.
2026-10-12,Who did Carlos Condit defeat to earn his UFC welterweight title shot?,Nick Diaz,Easy,Condit defeated Diaz by unanimous decision at UFC 143 to win the interim welterweight title earning himself a shot at Georges St-Pierre in a fight many felt Diaz had won.
2026-10-12,"What fighter was let go despite going 7-1 in the UFC, with the lone loss coming in a title fight against Demetrious Johnson?",Kyoji Horiguchi,Medium,"Horiguchi compiled a 7-1 record in the UFC, with his only loss coming in a flyweight title fight against Demetrious Johnson. Despite his impressive record, he was released and went on to have a dominant career in Rizin, winning multiple titles in Japan."
2026-10-12,Who did Georges St-Pierre defeat by unanimous decision at UFC 129 to make his sixth welterweight title defense?,Jake Shields,Medium,"GSP dominated Shields over five rounds at UFC 129 in April 2011 in Montreal, making his sixth welterweight title defense. GSP controlled the fight with his wrestling and ground-and-pound despite suffering an eye injury early in the bout."
2026-10-12,"What fighter had this four-fight winning streak: Unanimous Decision over Rob Font, Split Decision over Antonio Carlos Junior, TKO over Anderson Silva, and TKO over Chris Weidman?",Uriah Hall,Hard,"Hall went on this run through the middleweight division's best, with wins over Font, then former champions Silva and Weidman back-to-back. The streak represented the peak of Hall's career and made him a legitimate middleweight title contender."
2026-10-14,Who did Conor McGregor stop by TKO at UFC Fight Night 46 in Dublin in his third UFC fight?,Diego Brandao,Easy,McGregor's TKO of Brandao in Dublin in July 2014 was his third UFC fight and one of the most electric atmospheres in UFC history. The crowd eruption after the finish is considered a defining moment in UFC's growth in Ireland.
2026-10-14,"What fighter, who was a protege of Daniel Cormier, started out 6-0, with two of the wins coming against Tom Lawler and Eric Spicely in the UFC?",Deron Winn,Easy,"Winn trained under Daniel Cormier and made a strong start to his UFC career at middleweight, going 6-0 overall with wins over Lawler and Spicely in the UFC. His close association with Cormier and his wrestling background made him a highly touted prospect."
2026-10-14,"What 25-fight UFC veteran, who fights in the middleweight division, has a 100% finishing rate?",Gerald Meerschaert,Medium,"Meerschaert has never gone to a decision in the UFC across his extensive middleweight tenure, maintaining a perfect 100% finishing rate. The submission specialist is one of the most active grapplers in the division and holds numerous Performance of the Night bonuses."
2026-10-14,Who did Ciryl Gane lose his unbeaten record to at UFC 270?,Francis Ngannou,Medium,"Ngannou defeated Gane by unanimous decision at UFC 270 in January 2022, ending Gane's unbeaten run in the title unification bout. Despite losing, Gane's performance showcased his technical ability against the fearsome Ngannou."
2026-10-14,"What fighter had this four-fight winning streak: Submission over Jacob Volkmann, TKO over James Krause, Decision over Pat Healy, and Split Decision over Josh Thompson?",Bobby Green|King Green,Hard,"Green, who later legally changed his name to King Green, went on this winning streak to establish himself as a top lightweight contender. Despite never winning a UFC title, he became one of the most durable and entertaining fighters in the lightweight division."
2026-10-17,Who did Islam Makhachev defeat by submission to defend his UFC lightweight title at UFC 302?,Dustin Poirier,Easy,"Makhachev submitted Poirier with a rear naked choke at UFC 302 in June 2024, making his lightweight title defense. Poirier was competitive before Makhachev dragged him to the ground and secured the finish."
2026-10-17,Who defeated Belal Muhammad at UFC 315 to win the UFC welterweight Championship?,Jack Della Maddalena,Easy,"Della Maddalena defeated Muhammad to win the UFC welterweight title at UFC 315, capping a remarkable rise through the welterweight division. The Australian fighter had gone unbeaten in the UFC en route to the title shot."
2026-10-17,Who did Mateusz Gamrot defeat by unanimous decision at UFC Vegas 57 in a key lightweight contender fight?,Arman Tsarukyan,Medium,"Gamrot defeated Tsarukyan by unanimous decision at UFC Vegas 57 in June 2022 in a pivotal lightweight contender fight. Tsarukyan got his revenge in a rematch that went to him, setting up their rivalry as two of the division's top contenders."
2026-10-17,Who did Pantoja defeat at UFC 277 to earn a flyweight title shot against Brandon Moreno?,Alex Perez,Medium,"Pantoja defeated Perez at UFC 277 in July 2022 to earn his flyweight title shot against Moreno. He went on to win the flyweight title by defeating Moreno at UFC 290, becoming the UFC flyweight champion."
2026-10-17,"What fighter did Wanderlei Silva defeat twice in Pride, but has since defeated him twice, once at UFC 92 and once at Bellator 206?",Quinton Jackson,Hard,"Silva defeated Rampage twice in Pride — once in the 2003 middleweight Grand Prix. However, Jackson got his revenge twice: knocking out Silva at UFC 92 in 2008 and again at Bellator 206 in 2018, making their head-to-head record 2-2 across organizations."
2026-10-19,Who did Frankie Edgar draw against in a wild fight at UFC 125?,Gray Maynard,Easy,"Edgar and Maynard fought to a majority draw at UFC 125 in January 2011 in their first meeting. Maynard dominated early and dropped Edgar multiple times but couldn't finish, allowing Edgar to recover and take over late rounds. Their rivalry continued through two more fights."
2026-10-19,Who did Alexa Grasso draw with at Noche UFC to retain the UFC women's flyweight title?,Valentina Shevchenko,Easy,"Grasso and Shevchenko fought to a split draw at Noche UFC in September 2023, allowing Grasso to retain the flyweight title. Shevchenko appeared to have won the final round to seal the fight, making the draw one of the most controversial results in women's MMA history."
2026-10-19,Who did Derrick Lewis knock out at UFC Fight Night 199 to break the UFC all-time knockout record?,Chris Daukaus,Medium,Lewis knocked out Daukaus in round 1 at UFC Fight Night 199 in December 2021 to break the UFC record for most knockouts in history. The finish moved Lewis past the previous record and cemented his status as the most prolific finisher in UFC heavyweight history.
2026-10-19,Who did Daniel Cormier submit in the second round to defend his heavyweight title at UFC 230?,Derrick Lewis,Medium,"Cormier submitted Lewis via rear naked choke in round 2 at UFC 230 in November 2018, making his first heavyweight title defense in the main event at Madison Square Garden. Lewis had looked dangerous early before Cormier dragged him to the mat and worked for the finish."
2026-10-19,Who is the only fighter to defeat Derek Brunson twice?,Ronaldo Souza|Jacare Souza,Hard,"Jacare Souza defeated Brunson twice — first at Strikeforce: Barnett vs. Kharitonov in 2011 and again at UFC 208 in February 2017 — making him the only fighter to beat Brunson twice. Despite the second win, Brunson went on to become a top middleweight contender."
2026-10-21,Which fighter is nicknamed Bruce Leeroy?,Alex Caceres,Easy,"Caceres earned the nickname Bruce Leeroy for his flashy, creative striking style reminiscent of martial arts movie characters. The featherweight has had a long UFC career known for exciting performances and unorthodox techniques."
2026-10-21,"What fighter put a halt to Dustin Poirier's four-fight win streak, upsetting the future champion via first-round knockout at UFC Fight Night 94?",Michael Johnson,Easy,"Johnson knocked out Poirier in round 1 at UFC Fight Night 94 in September 2016, one of the biggest upsets in lightweight history that year. Poirier had been on a four-fight winning streak and was considered a top contender before the loss."
2026-10-21,"What fighter joined the UFC in 2019, rattled off seven consecutive wins, with back-to-back stoppage wins coming over Cub Swanson and Edson Barboza?",Giga Chikadze,Medium,"Chikadze made an immediate impact after joining the UFC in 2019, going 7-0 with highlight-reel finishes of Swanson and Barboza. His Muay Thai-based striking made him one of the most dangerous featherweights in the promotion before losing to Calvin Kattar."
2026-10-21,"What fighter joined the UFC in 2017, defeated Rashad Colter, Cyril Asker, and Andrei Arlovski, but saw his undefeated record come to an end against Junior Dos Santos at UFC Fight Night 142?",Tai Tuivasa,Medium,"Tuivasa made a strong start to his UFC career going 5-0 before losing to JDS at UFC Fight Night 142 in December 2018. Despite the loss, he rebuilt his career and became one of the most popular fighters on the roster with his entertaining personality and powerful striking."
2026-10-21,"What fighter defeated Silvana Gomez Juarez via submission at UFC Vegas 39, then seven days later made the quickest turnaround in UFC history when she fought Luana Carolina at UFC Vegas 40?",Loopy Godinez,Hard,Godinez set the record for quickest turnaround in UFC history by fighting just seven days apart — submitting Juarez at UFC Vegas 39 and then returning to face Carolina at UFC Vegas 40 in October 2021. Her willingness to fight on such short notice became one of the most remarkable stories of that UFC stretch.
2026-10-24,Which fighter is nicknamed The Future?,Ian Machado Garry,Easy,Garry earned his Future nickname to reflect his potential as the next great Irish UFC fighter and future welterweight champion.
2026-10-24,"What fighter is 20-1, with the lone loss coming against Merab Dvalishvili at UFC 311?",Umar Nurmagomedov,Easy,"Umar, the cousin of Khabib Nurmagomedov, compiled a near-perfect record before his first loss came against Dvalishvili at UFC 311. His grappling-heavy style and finishing ability made him one of the most feared bantamweight prospects in the sport."
2026-10-24,"Who did Ian Garry defeat by lopsided unanimous decision at UFC 292, with one judge even scoring the bout 30-24?",Neil Magny,Medium,"Garry dominated Magny to remain unbeaten in the UFC at UFC 292, with one judge scoring it an extraordinary 30-24 reflecting his complete control of the fight. The win continued Garry's rise through the welterweight division."
2026-10-24,Who did Matt Hughes defeat to make his second UFC welterweight title defense in his second title reign at UFC 52?,Frank Trigg,Medium,"Hughes defeated Trigg by rear naked choke in round 1 at UFC 52 in his second title reign, one of the most memorable finishes of his career. Trigg had rocked Hughes early and nearly submitted him before Hughes escaped, took him down, and finished him dramatically."
2026-10-24,What former EliteXC lightweight champion defeated Sam Stout by TKO in 30 seconds at TUF Nations Finale: Bisping vs. Kennedy?,KJ Noons,Hard,Noons stopped Stout in just 30 seconds at the TUF Nations Finale to demonstrate the finishing power that made him EliteXC lightweight champion. Noons also holds notable wins over Nick Diaz and Yves Edwards throughout his career.
2026-10-26,"What fighter, who later fought Paddy Pimblett, debuted at UFC Vegas 16, defeating Matt Wiman in 22 seconds via a slam knockout?",Jordan Leavitt,Easy,"Leavitt announced himself with a stunning slam knockout of Wiman in just 22 seconds at UFC Vegas 16 in February 2021. He later faced Paddy Pimblett, becoming one of the fighters associated with the rising Irish star's UFC tenure."
2026-10-26,"Before winning fourteen consecutive fights in the UFC, Merab Dvalishvili lost his UFC debut to Frankie Saenz and the next fight to whom via technical submission at UFC Fight Night 128?",Ricky Simon,Easy,Dvalishvili lost his first two UFC fights — his debut to Saenz and then to Simon via technical submission at UFC Fight Night 128 — before going on a remarkable 14-fight winning streak that brought him the UFC bantamweight title. His turnaround is one of the most impressive in UFC history.
2026-10-26,"A Brazilian military police officer, what fighter debuted at UFC 95, knocking out Josh Koscheck in round one?",Paulo Thiago,Medium,"Thiago pulled off one of the biggest upsets in welterweight history at UFC 95 in February 2009, knocking out the heavily favored Koscheck in round 1. His background as a Brazilian military police officer added to the mystique of the shocking debut performance."
2026-10-26,Who did Nate Diaz submit in his return fight at UFC 279 after a long absence from the UFC?,Tony Ferguson,Medium,Diaz submitted Ferguson with a rear naked choke in the fourth round at UFC 279 in his final UFC fight before his contract expired ending his long career with the promotion on a victorious note.
2026-10-26,Who is the only fighter to defeat Chael Sonnen three times?,Jeremy Horn,Hard,"Horn defeated Sonnen three times across their career spanning regional shows and Strikeforce — making him the only fighter to beat Sonnen three times. Sonnen's two losses to Anderson Silva are better known, but Horn holds the record for most wins over him."
2026-10-28,Which fighter is nicknamed The Outlaw?,Dan Hardy,Easy,Hardy earned The Outlaw nickname for his rebellious personality and aggressive never-back-down fighting style that made him one of the most popular welterweights of his era.
2026-10-28,Which fighter is nicknamed Triple C?,Henry Cejudo,Easy,"Cejudo earned the nickname 'Triple C' — standing for Cejudo, Champion, Champ — after simultaneously holding the UFC flyweight and bantamweight titles. He also held an Olympic gold medal, making him a triple champion in combat sports."
2026-10-28,"What undefeated fighter, who had won six UFC fights with the last coming via TKO over Alex Perez, did Brandon Royval defeat via split decision at UFC Vegas 98?",Tatsu Taira,Medium,Taira had gone undefeated through six UFC fights before Royval handed him his first professional loss via split decision at UFC Vegas 98. The loss was a significant upset given Taira's dominant run through the flyweight division.
2026-10-28,"What fighter won his first five UFC fights, with big wins over Raphael Assuncao and John Lineker, but lost a title eliminator to Aljamain Sterling via submission at UFC 250?",Cory Sandhagen,Medium,"Sandhagen went 5-0 in the UFC with impressive wins before Sterling submitted him in round 1 at UFC 250 in June 2020 to earn the title shot. Despite the loss, Sandhagen remained one of the top bantamweight contenders for years after."
2026-10-28,"Released after going 3-3-1 in his first UFC stint, what fighter has won eight consecutive fights, five coming during his second UFC run?",Youssef Zalal,Hard,"Zalal went 3-3-1 in his first UFC stint before being released, then rebuilt his career and returned to the UFC for a second run where he went on a remarkable winning streak. His turnaround is one of the more impressive second-chance stories in recent UFC history."
2026-10-31,Which fighter is nicknamed Karate Hottie?,Michelle Waterson,Easy,Waterson earned her nickname as a female karate practitioner who combined her striking skills with effective grappling in the strawweight division.
2026-10-31,Who did Robbie Lawler defeat in 38 seconds via TKO in his retirement fight at UFC 290?,Niko Price,Easy,"Lawler went out on his own terms at UFC 290 in July 2023, stopping Price with punches in just 38 seconds in what he announced as his retirement fight. It was a fitting send-off for one of the most beloved and exciting welterweights in UFC history."
2026-10-31,"What fighter, who bounced around at welterweight and middleweight, saw an eight-fight win streak snap against Anthony Hernandez at UFC Vegas 99?",Michel Pereira,Medium,"Pereira had gone on an eight-fight winning streak bouncing between welterweight and middleweight before Hernandez ended it at UFC Vegas 99. His flashy, acrobatic fighting style made him one of the most entertaining fighters on the roster throughout his run."
2026-10-31,"What fighter debuted at UFC Fight Island 1 with a submission victory over John Phillips, and then ten days later turned around and defeated Rhys McKee via TKO at UFC Fight Island 3?",Khamzat Chimaev,Medium,Chimaev made history by completing two UFC fights in just ten days in July 2020 — submitting Phillips at UFC Fight Island 1 and then TKO'ing McKee at UFC Fight Island 3. The unprecedented back-to-back performances announced him as one of the most extraordinary prospects in UFC history.
2026-10-31,"What fighter had this four-fight winning streak: KO over Bevon Lewis, Split Decision over Antonio Carlos Junior, TKO over Anderson Silva, and TKO over Chris Weidman?",Uriah Hall,Hard,"Hall went on this remarkable run through the middleweight division, defeating two former UFC champions in Silva and Weidman in succession. The streak was the peak of Hall's UFC career and earned him significant recognition as a legitimate contender."
2026-11-02,Who did Steve Erceg fight for the UFC flyweight title at UFC 301?,Alexandre Pantoja,Easy,"Erceg challenged champion Pantoja for the flyweight title at UFC 301 in May 2024 in Rio de Janeiro, losing by unanimous decision. The Australian was a late replacement who impressed despite the loss."
